,citing author name,citing paper title,cited paper title,affiliated institution,latitude,longitude,county,city,state,country
397,Jiaqi Ma,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
398,Michael Poli,Hyena hierarchy: Towards larger convolutional language models,MaxViT: Multi-axis Vision Transformer,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
399,Lingxi Li,FusionPlanner: A multi-task motion planner for mining trucks via multi-sensor fusion,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
400,Christos G. Bampis,Perceptual video quality prediction emphasizing chroma distortions,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
401,Chia-Ju  Chen,Efficient user-generated video quality prediction,Regression or classification? new methods to evaluate no-reference picture and video quality models,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
402,Runsheng Xu,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MaxViT: Multi-axis Vision Transformer,UCLA,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
403,Avinab Saha,Study of subjective and objective quality assessment of mobile cloud gaming videos,Subjective quality assessment of user-generated content gaming videos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
404,Zhengzhong Tu,RAPIQUE: Rapid and accurate video quality prediction of user generated content,BBAND Index: a No-Reference Banding Artifact Predictor,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
405,Zicheng Zhang,Subjective and objective quality assessment for in-the-wild computer graphics images,Subjective quality assessment of user-generated content gaming videos,UTHealth,29.71215455,-95.3745266544489,Harris County,Houston,Texas,United States
406,Andrey Norkin,ProxIQA: A proxy approach to perceptual optimization of learned image compression,BBAND Index: a No-Reference Banding Artifact Predictor,Los Gatos,37.226611,-121.9746797,Santa Clara County,,California,United States
407,Yu-Chih Chen,Study of subjective and objective quality assessment of mobile cloud gaming videos,Subjective quality assessment of user-generated content gaming videos,The University of Texas at Austin,30.27715345,-97.73440380486116,Travis County,Austin,Texas,United States
408,Suren Sritharan,Tumtraf v2x cooperative perception dataset,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Technische Universität München,48.14907275,11.567444920339295,,Munich,Bavaria,Germany
409,Congying Han,BlazeBVD: Make Scale-Time Equalization Great Again for Blind Video Deflickering,Pik-Fix: Restoring and Colorizing Old Photos,University of Chinese Academy of Sciences,39.907697049999996,116.24405770367915,,Shijingshan District,Beijing,China
410,Yonglin Tian,Federated vehicular transformers and their federations: Privacy-preserving computing and cooperation for autonomous driving,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Institute of Automation,54.1720834,12.0790983,,Rostock,Mecklenburg-Vorpommern,Germany
411,Zhengzhong Tu,Maxvit: Multi-axis vision transformer,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
412,Eduardo Pavez,Rate-distortion optimization with alternative references for UGC video compression,Efficient user-generated video quality prediction,University of Southern California,34.02186895,-118.285857923125,Los Angeles County,Los Angeles,California,United States
413,Karoll Quijano,YOLOv5-Tassel: Detecting tassels in RGB UAV imagery with improved YOLOv5 based on transfer learning,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
414,Xiangxu YU,RAPIQUE: Rapid and accurate video quality prediction of user generated content,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Washington University in St. Louis,38.64724015,-90.30840174694748,Saint Louis County,St. Louis,Missouri,United States
415,Zhengzhong Tu,Maxvit: Multi-axis vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
416,Chaofeng Chen,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
417,Weidi Xie,Collaboration helps camera overtake lidar in 3d detection,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,University of Oxford,51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
418,Peyman Milanfar,Maxvit: Multi-axis vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Google,33.977092,-118.4092133,Los Angeles County,Los Angeles,California,United States
419,Avinab Saha,Perceptual video quality assessment: The journey continues!,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,The University of Texas at Austin,30.27715345,-97.73440380486116,Travis County,Austin,Texas,United States
420,Daniel Joseph Ringis, Re-Engineering Rate Distortion Optimisation in Modern Video Codecs Using a Per Clip Approach,Efficient user-generated video quality prediction,The University of the West Indies,13.0988619,-59.58139521254482,Saint Michael,,,Barbados
421,Zhiyun Deng,A systematic survey of control techniques and applications in connected and automated vehicles,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
422,Long Xu,Progressive Bidirectional Feature Extraction and Enhancement Network for Quality Evaluation of Night-Time Images,Subjective quality assessment of user-generated content gaming videos,Peng Cheng Laboratory,22.5751276,113.9383373,,Nanshan District,Guangdong Province,China
423,Qi Zheng,No-reference quality assessment of variable frame-rate videos using temporal bandpass statistics,Regression or classification? new methods to evaluate no-reference picture and video quality models,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
424,Shaoheng Fang,Where2comm: Communication-efficient collaborative perception via spatial confidence maps,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,UT Austin,30.284458,-97.7342106,Travis County,Austin,Texas,United States
425,Can Cui,A survey on multimodal large language models for autonomous driving,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
426,Sérgio M. M. de Faria,Attention-driven tile splitting method for improved efficiency of omnidirectional versatile video coding,Content adaptive tiling method based on user access preference for streaming panoramic video,Instituto de Telecomunicações,40.6340366,-8.659929522405761,Aveiro,Aveiro,,Portugal
427,Qi Zheng,A completely blind video quality evaluator,Regression or classification? new methods to evaluate no-reference picture and video quality models,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
428,João Carreira,Attention-driven tile splitting method for improved efficiency of omnidirectional versatile video coding,Content adaptive tiling method based on user access preference for streaming panoramic video,Instituto Politécnico de Leiria,39.73729325,-8.811333913163399,Leiria,Leiria,,Portugal
429,"Kumudu Munasinghe, PhD","A Survey on Virtual Reality over Wireless Networks: Fundamentals, QoE, Enabling Technologies, Research Trends and Open Issues",Content adaptive tiling method based on user access preference for streaming panoramic video,University of Canberra,-35.2365904,149.08450971975765,,,,Australia
430,Chaofeng Chen,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,UGC-VQA: Benchmarking blind video quality assessment for user generated content,S-Lab,54.7391503,55.9709483,городской округ Уфа,Ufa,Bashkortostan,Russia
431,Chia-Ju  Chen,Efficient user-generated video quality prediction,Regression or classification? new methods to evaluate no-reference picture and video quality models,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
432,Yue Hu,Where2comm: Communication-efficient collaborative perception via spatial confidence maps,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
433,Jingyu Zhang,Spatio-temporal domain awareness for multi-agent collaborative perception,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
434,Hangbo Bao,Image as a foreign language: Beit pretraining for vision and vision-language tasks,MaxViT: Multi-axis Vision Transformer,Microsoft Research,52.194951450000005,0.13501083507603753,Cambridgeshire,Cambridge,England,United Kingdom
435,Zhengzhong Tu,A completely blind video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
436,Duc Nguyen,An optimal tile-based approach for viewport-adaptive 360-degree video streaming,Content adaptive tiling method based on user access preference for streaming panoramic video,Tohoku Institute of Technology,38.246111400000004,140.85312066240687,,Sendai,,Japan
437,Wei Lu,A deep learning based no-reference quality assessment model for ugc videos,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
438,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
439,Xin Xiong,Rate-distortion optimization with alternative references for UGC video compression,Efficient user-generated video quality prediction,University of Southern California,34.02186895,-118.285857923125,Los Angeles County,Los Angeles,California,United States
440,Zhengzhong Tu,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
441,Hai-Tao Zheng (郑海涛),Are we ready for a new paradigm shift? a survey on visual deep mlp,MAXIM: Multi-Axis MLP for Image Processing,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
442,Zhi Li,ProxIQA: A proxy approach to perceptual optimization of learned image compression,Adaptive debanding filter,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia
443,Jose M. Alvarez,Voxformer: Sparse voxel transformer for camera-based 3d semantic scene completion,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,NVIDIA,45.5344957,-122.886274,Washington County,Hillsboro,Oregon,United States
444,Chaofeng Chen,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
445,Li Xu,Interlayer restoration deep neural network for scalable high efficiency video coding,Adaptive debanding filter,CEO,42.3436021,-8.4427896,Vigo,,Galicia,Spain
446,Min Hua,A systematic survey of control techniques and applications in connected and automated vehicles,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,University of Birmingham,52.4522956,-1.9312856726008194,,Birmingham,England,United Kingdom
447,Meng Zonglin,A systematic survey of control techniques and applications in connected and automated vehicles,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
448,Dr Nabajeet Barman,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,London,51.4893335,-0.14405508452768728,,London,England,United Kingdom
449,Linghe Kong,Dual aggregation transformer for image super-resolution,MAXIM: Multi-Axis MLP for Image Processing,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
450,Tian Meng,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,A comparative evaluation of temporal pooling methods for blind video quality assessment,Electronic Information School,34.3825551,108.98153887655354,,Weiyang District,Shaanxi,China
451,Li-Heng Chen,ProxIQA: A proxy approach to perceptual optimization of learned image compression,Adaptive debanding filter,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
452,Alan Bovik,Re-iqa: Unsupervised learning for image quality assessment in the wild,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
453,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
454,Erli Zhang,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
455,Zhengzhong Tu,UGC-VQA: Benchmarking blind video quality assessment for user generated content,A comparative evaluation of temporal pooling methods for blind video quality assessment,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
456,Drago Žagar,Content dependent representation selection model for systems based on MPEG DASH,Content adaptive tiling method based on user access preference for streaming panoramic video,Faculty of Electrical Engineering,41.316834,19.82188934873777,Tirana County,Tirana,Central Albania,Albania
457,Xin Xia,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
458,Meng Zonglin,A systematic survey of control techniques and applications in connected and automated vehicles,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
459,Zhi Li,ProxIQA: A proxy approach to perceptual optimization of learned image compression,Adaptive debanding filter,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
460,Joshua Peter Ebenezer,ChipQA: No-reference video quality prediction via space-time chips,A comparative evaluation of temporal pooling methods for blind video quality assessment,Samsung Research America,37.401170449999995,-122.04747512604908,Santa Clara County,Mountain View,California,United States
461,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,Efficient user-generated video quality prediction,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
462,Hai Wei,ChipQA: No-reference video quality prediction via space-time chips,A comparative evaluation of temporal pooling methods for blind video quality assessment,Amazon,-3.1883219,-59.5174371,,,Amazonas,Brazil
463,Yu Qiao,Activating more pixels in image super-resolution transformer,MAXIM: Multi-Axis MLP for Image Processing,Shenzhen Institutes of Advanced Technology,22.598056049999997,113.98533784139858,,Nanshan District,Guangdong Province,China
464,Chaofeng Chen,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,RAPIQUE: Rapid and accurate video quality prediction of user generated content,S-Lab,54.7391503,55.9709483,городской округ Уфа,Ufa,Bashkortostan,Russia
465,Chaofeng Chen,Towards explainable in-the-wild video quality assessment: a database and a language-prompted approach,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
466,Fan Zhang,BVI-VFI: A video quality database for video frame interpolation,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,University of Bristol,51.4905582,-2.6304824978595356,North Somerset,,England,United Kingdom
467,Meng Zonglin,A systematic survey of control techniques and applications in connected and automated vehicles,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
468,Andrey Norkin,ProxIQA: A proxy approach to perceptual optimization of learned image compression,Adaptive debanding filter,Los Gatos,37.226611,-121.9746797,Santa Clara County,,California,United States
469,Zhi Li,Learning to distort images using generative adversarial networks,Adaptive debanding filter,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia
470,Weixia Zhang,Q-align: Teaching lmms for visual scoring via discrete text-defined levels,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
471,Chaminda Thushara Hewage,"Measuring, modeling and integrating time-varying video quality in end-to-end multimedia service delivery: A review and open challenges",A comparative evaluation of temporal pooling methods for blind video quality assessment,Cardiff Metropolitan University,51.4960947,-3.2127615385866655,Cardiff,Cardiff,Wales,United Kingdom
472,Chaowei Xiao,Voxformer: Sparse voxel transformer for camera-based 3d semantic scene completion,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,University of Wisconsin - Madison,43.080274450000005,-89.43095871991434,Dane County,,Wisconsin,United States
473,Zheng Chen,Dual aggregation transformer for image super-resolution,MaxViT: Multi-axis Vision Transformer,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
474,Qi Zheng,COVER: A comprehensive video quality evaluator,BBAND Index: a No-Reference Banding Artifact Predictor,Shanghai,31.2323437,121.4691024,,Shanghai,Shanghai,China
475,Zhengzhong Tu,No-reference quality assessment of variable frame-rate videos using temporal bandpass statistics,Regression or classification? new methods to evaluate no-reference picture and video quality models,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
476,Zhengzhong Tu,A completely blind video quality evaluator,Pik-Fix: Restoring and Colorizing Old Photos,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
477,Guoxin Zhang,Multi-modal 3d object detection in autonomous driving: A survey and taxonomy,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
478,Ronghang Hu,Convnext v2: Co-designing and scaling convnets with masked autoencoders,MaxViT: Multi-axis Vision Transformer,Meta,3.5000086,-73.0000086,,,Meta,Colombia
479,Tu Danyang,BH-VQA: Blind High Frame Rate Video Quality Assessment,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
480,Zicheng Zhang,Subjective and objective quality assessment for in-the-wild computer graphics images,Subjective quality assessment of user-generated content gaming videos,Shanghai Jiaotong University,31.2143785,121.4680316,,Shanghai,Shanghai,China
481,Qi Zheng,COVER: A comprehensive video quality evaluator,BBAND Index: a No-Reference Banding Artifact Predictor,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
482,Li Xu,Interlayer restoration deep neural network for scalable high efficiency video coding,Adaptive debanding filter,Xidian University,34.1251589,108.82896528504287,,Chang'an District,Shaanxi,China
483,Yi Jin,"Collaborative perception in autonomous driving: Methods, datasets, and challenges",V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Beijing Jiaotong University,39.95044035,116.33606901092409,,Haidian District,Beijing,China
484,Xinlei Chen,Convnext v2: Co-designing and scaling convnets with masked autoencoders,MaxViT: Multi-axis Vision Transformer,Meta,3.5000086,-73.0000086,,,Meta,Colombia
485,Haoxin YANG,Hierarchical damage correlations for old photo restoration,Pik-Fix: Restoring and Colorizing Old Photos,South China University of Technology,23.1549709,113.3422197,,Tianhe District,Guangdong Province,China
486,Jiantao Zhou,Activating more pixels in image super-resolution transformer,MAXIM: Multi-Axis MLP for Image Processing,University of Macau,22.1283648,113.543778397594,,,Macau,China
487,Zhengzhong Tu,Faver: Blind quality prediction of variable frame rate videos,BBAND Index: a No-Reference Banding Artifact Predictor,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
488,Yiqi Zhong,Where2comm: Communication-efficient collaborative perception via spatial confidence maps,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Microsoft,37.3974949,-122.0842646,Santa Clara County,Mountain View,California,United States
489,Avinab Saha,Re-iqa: Unsupervised learning for image quality assessment in the wild,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
490,Jie Zhou,Hornet: Efficient high-order spatial interactions with recursive gated convolutions,MaxViT: Multi-axis Vision Transformer,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
491,Stefano Massaroli,Hyena hierarchy: Towards larger convolutional language models,MaxViT: Multi-axis Vision Transformer,RIKEN,47.2760208,7.8491956,Bezirk Zofingen,,Aargau,Switzerland
492,Yunfeng Ai,FusionPlanner: A multi-task motion planner for mining trucks via multi-sensor fusion,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,University of Chinese Academy of Sciences,39.907697049999996,116.24405770367915,,Shijingshan District,Beijing,China
493,Chen Zhao,Federated vehicular transformers and their federations: Privacy-preserving computing and cooperation for autonomous driving,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
494,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
495,Dr Nabajeet Barman,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,UGC-VQA: Benchmarking blind video quality assessment for user generated content,London,51.4893335,-0.14405508452768728,,London,England,United Kingdom
496,Yanjun Huang 黄岩军,A systematic survey of control techniques and applications in connected and automated vehicles,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Tongji University,31.27369175,121.38566174235456,,Putuo District,Shanghai,China
497,Zhengzhong Tu,RAPIQUE: Rapid and accurate video quality prediction of user generated content,A comparative evaluation of temporal pooling methods for blind video quality assessment,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
498,Wenxiu Sun,Exploring the effectiveness of video perceptual representation in blind video quality assessment,A comparative evaluation of temporal pooling methods for blind video quality assessment,The Hong Kong University of Science and Technology,22.3358031,114.2659087549023,,Sai Kung District,Hong Kong,China
499,Zhengzhong Tu,Maxvit: Multi-axis vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
500,Shengfeng He,Curricular contrastive regularization for physics-aware single image dehazing,MAXIM: Multi-Axis MLP for Image Processing,Singapore Management University,1.29616795,103.85004365998248,,Singapore,,Singapore
501,Lingxi Li,FusionPlanner: A multi-task motion planner for mining trucks via multi-sensor fusion,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Computer Engineering,40.80803455,29.356343258075448,,,,Turkey
502,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,UGC-VQA: Benchmarking blind video quality assessment for user generated content,The Hong Kong University of Science and Technology,22.3358031,114.2659087549023,,Sai Kung District,Hong Kong,China
503,Marcos V. Conde,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,RAPIQUE: Rapid and accurate video quality prediction of user generated content,H2O.ai,40.1858975,44.5073716,,Yerevan,,Armenia
504,Thanuja Mallikarachchi,"Measuring, modeling and integrating time-varying video quality in end-to-end multimedia service delivery: A review and open challenges",A comparative evaluation of temporal pooling methods for blind video quality assessment,Cardiff Metropolitan University,51.4960947,-3.2127615385866655,Cardiff,Cardiff,Wales,United Kingdom
505,Yutong Wang,Federated vehicular transformers and their federations: Privacy-preserving computing and cooperation for autonomous driving,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
506,Liang Liao,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
507,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
508,Qi Zheng,Blind Video Quality Assessment via Space-Time Slice Statistics,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai,31.2323437,121.4691024,,Shanghai,Shanghai,China
509,Runsheng Xu,HYDRO-3D: Hybrid object detection and tracking for cooperative perception using 3D LiDAR,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,UCLA,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
510,Sérgio M. M. de Faria,Attention-driven tile splitting method for improved efficiency of omnidirectional versatile video coding,Content adaptive tiling method based on user access preference for streaming panoramic video,Instituto Politécnico de Leiria,39.73729325,-8.811333913163399,Leiria,Leiria,,Portugal
511,Qi Zheng,COVER: A comprehensive video quality evaluator,Subjective quality assessment of user-generated content gaming videos,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
512,Wei Dai,Video Quality Analysis: Steps towards Unifying Full and No Reference Cases,Regression or classification? new methods to evaluate no-reference picture and video quality models,Hong Kong University of Science,22.3358031,114.2659087549023,,Sai Kung District,Hong Kong,China
513,Zhi Li,Perceptual video quality prediction emphasizing chroma distortions,BBAND Index: a No-Reference Banding Artifact Predictor,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia
514,Yuchen Fan,Efficient and explicit modelling of image hierarchies for image restoration,MAXIM: Multi-Axis MLP for Image Processing,University of Illinois,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
515,Jingwen Hou,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
516,Marcos V. Conde,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,UGC-VQA: Benchmarking blind video quality assessment for user generated content,H2O.ai,40.1858975,44.5073716,,Yerevan,,Armenia
517,Chang Liu,Ai-empowered persuasive video generation: A survey,Efficient user-generated video quality prediction,School of Computer Science,52.4501836,-1.9358404644161156,,Birmingham,England,United Kingdom
518,Shoubhik Debnath,Convnext v2: Co-designing and scaling convnets with masked autoencoders,MaxViT: Multi-axis Vision Transformer,FAIR,49.93216245,8.684753081266553,,Darmstadt,Hesse,Germany
519,Alison Noble,A kernel density estimation based quality metric for quality assessment of obstetric ultrasound video,Adaptive debanding filter,University of Oxford,51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
520,Yongming Rao,Hornet: Efficient high-order spatial interactions with recursive gated convolutions,MAXIM: Multi-Axis MLP for Image Processing,Tencent,13.7871932,100.5746341,,Bangkok,,Thailand
521,Tian Meng,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Electronic Information School,34.3825551,108.98153887655354,,Weiyang District,Shaanxi,China
522,"M. Emre Celebi, SPIE Fellow","Forty years of color quantization: a modern, algorithmic survey",Adaptive debanding filter,University of Central Arkansas,35.07764105,-92.45799264108024,Faulkner County,Conway,Arkansas,United States
523,Yi Jin,"Collaborative perception in autonomous driving: Methods, datasets, and challenges",CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Beijing Jiaotong University,39.95044035,116.33606901092409,,Haidian District,Beijing,China
524,Wei Lu,A deep learning based no-reference quality assessment model for ugc videos,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
525,Liang Liao,Exploring the effectiveness of video perceptual representation in blind video quality assessment,A comparative evaluation of temporal pooling methods for blind video quality assessment,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
526,Chaofeng Chen,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
527,Wei Sun,A deep learning based no-reference quality assessment model for ugc videos,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
